""	"corr"	"length"	"shift"
"YKR075C"	0.53	465	0
"YKR105C"	0.8	250	50
"YKR106W"	0.52	408	14
"YLL058W"	0.87	343	11
"YLL056C"	0.63	493	0
"YLL054C"	0.58	240	50
"YLL053C"	0.69	218	50
"YLL007C"	0.76	251	50
"YLR001C"	0.87	279	44
"YLR003C"	0.77	1	-50
"YLR012C"	0.69	1	-42
"YLR030W"	0.91	445	0
"YLR036C"	0.86	280	44
"YLR040C"	0.65	390	1
"YLR042C"	0.76	273	46
"YLR046C"	0.8	379	19
"YLR049C"	0.83	1	-50
"YLR050C"	0.62	413	0
"YLR053C"	0.86	1	-44
"YLR057W"	0.8	257	50
"YLR063W"	0.81	275	47
"YLR065C"	0.78	255	50
"YLR072W"	0.78	274	50
"YLR089C"	0.83	48	-50
"YLR099W-A"	0.88	423	0
"YLR104W"	0.54	491	0
"YLR108C"	0.79	301	17
"YLR125W"	0.55	354	-8
"YLR126C"	0.73	262	50
"YLR132C"	0.82	261	50
"YLR137W"	0.74	236	50
"YLR143W"	0.87	404	3
"YLR146W-A"	0.84	500	0
"YLR149C"	0.65	397	0
"YLR152C"	0.82	251	46
"YLR173W"	0.75	259	50
"YLR177W"	0.71	251	36
"YLR187W"	0.84	273	49
"YLR194C"	0.64	500	0
"YLR211C"	0.71	252	50
"YLR224W"	0.82	235	43
"YLR225C"	0.72	500	0
"YLR241W"	0.8	1	-50
"YLR243W"	0.78	248	50
"YLR253W"	0.9	241	50
"YLR257W"	0.69	396	31
"YLR264C-A"	0.96	458	0
"YLR267W"	0.79	1	13
"YLR271W"	0.5	422	0
"YLR278C"	0.89	1	11
"YLR283W"	0.61	474	0
"YLR285C-A"	0.55	149	-12
"YLR287C"	0.73	254	50
"YLR290C"	0.72	256	50
"YLR297W"	0.59	228	50
"YLR301W"	0.94	409	0
"YLR307C-A"	0.95	311	-6
"YLR312C"	0.64	411	-11
"YLR326W"	0.78	1	-50
"YLR345W"	0.56	500	0
"YLR346C"	0.9	409	0
"YLR352W"	0.65	486	0
"YLR361C-A"	0.48	462	0
"YLR363W-A"	0.81	276	50
"YLR406C-A"	0.86	293	44
"YLR407W"	0.9	301	34
"YLR408C"	0.74	259	50
"YLR412C-A"	0.59	430	-25
"YLR413W"	0.74	453	0
"YLR414C"	0.72	450	0
"YLR415C"	0.76	1	-50
"YLR419W"	0.83	263	50
"YLR422W"	0.82	261	50
"YLR426W"	0.7	1	-50
"YLR445W"	0.67	500	0
"YLR446W"	0.77	1	-50
"YLR454W"	0.86	360	16
"YLR455W"	0.85	295	44
"YLR456W"	0.7	259	50
"YLR460C"	0.73	289	50
"YLR462W"	0.51	318	50
"YML131W"	0.77	268	50
"YML119W"	0.89	235	50
"YML108W"	0.69	240	50
"YML096W"	0.79	1	-50
"YML083C"	0.79	1	-47
"YML082W"	0.69	276	50
"YML081W"	0.75	263	50
"YML079W"	0.57	1	-28
"YML053C"	0.79	339	24
"YML037C"	0.59	1	-41
"YML020W"	0.77	1	-46
"YML018C"	0.45	458	0
"YML003W"	0.76	1	-48
"YML002W"	0.84	167	-9
"YMR001C-A"	0.92	382	3
"YMR010W"	0.77	321	39
"YMR018W"	0.65	1	-12
"YMR027W"	0.76	267	50
"YMR031C"	0.73	382	26
"YMR034C"	0.81	275	50
"YMR084W"	0.83	286	50
"YMR102C"	0.7	424	0
"YMR105W-A"	0.7	325	50
"YMR111C"	0.7	425	0
"YMR118C"	0.73	168	-50
"YMR122W-A"	0.65	400	-14
"YMR124W"	0.73	336	50
"YMR126C"	0.75	246	50
"YMR130W"	0.58	1	-21
"YMR132C"	0.78	252	50
"YMR134W"	0.88	318	27
"YMR144W"	0.81	369	12
"YMR147W"	0.55	341	17
"YMR155W"	0.58	1	-33
"YMR160W"	0.78	1	-48
"YMR166C"	0.84	245	50
"YMR175W-A"	0.57	1	-18
"YMR178W"	0.73	260	50
"YMR181C"	0.86	268	50
"YMR182W-A"	0.94	288	33
"YMR185W"	0.8	323	41
"YMR187C"	0.68	1	16
"YMR206W"	0.52	202	50
"YMR209C"	0.83	262	50
"YMR221C"	0.71	253	50
"YMR244W"	0.85	255	50
"YMR244C-A"	0.62	263	44
"YMR252C"	0.83	256	50
"YMR253C"	0.5	225	50
"YMR258C"	0.74	1	-23
"YMR259C"	0.8	258	50
"YMR262W"	0.74	1	-50
"YMR265C"	0.69	500	0
"YMR272W-B"	0.97	438	0
"YMR279C"	0.77	338	50
"YMR291W"	0.59	400	-46
"YMR310C"	0.77	247	50
"YMR315W-A"	0.7	162	-50
"YMR317W"	0.75	285	40
"YNL335W"	0.66	1	-50
"YNL320W"	0.78	256	50
"YNL313C"	0.78	292	45
"YNL305C"	0.73	250	50
"YNL300W"	0.77	255	50
"YNL295W"	0.83	276	47
"YNL260C"	0.72	228	50
"YNL234W"	0.9	422	0
"YNL217W"	0.88	344	13
"YNL211C"	0.76	1	-50
"YNL200C"	0.83	256	50
"YNL196C"	0.77	167	-45
"YNL193W"	0.64	32	-30
"YNL190W"	0.44	399	0
"YNL187W"	0.8	249	50
"YNL181W"	0.8	484	0
"YNL176C"	0.73	264	50
"YNL168C"	0.78	1	-50
"YNL165W"	0.73	253	50
"YNL162W-A"	0.73	1	-50
"YNL155W"	0.89	321	21
"YNL146W"	0.67	233	50
"YNL144C"	0.6	262	48
"YNL134C"	0.87	253	50
"YNL130C-A"	0.58	155	50
"YNL122C"	0.71	268	50
"YNL115C"	0.75	223	46
"YNL108C"	0.82	273	50
"YNL095C"	0.73	284	50
"YNL092W"	0.69	260	50
"YNL086W"	0.76	1	-35
"YNL058C"	0.78	235	48
"YNL050C"	0.76	256	50
"YNL046W"	0.57	205	50
"YNL040W"	0.78	1	-22
"YNL035C"	0.74	404	20
"YNL034W"	0.96	442	0
"YNL033W"	0.81	415	0
"YNL024C"	0.74	1	-31
"YNL022C"	0.82	286	50
"YNL019C"	0.54	1	-13
"YNL018C"	0.97	441	0
"YNL011C"	0.75	1	-42
"YNL010W"	0.81	257	50
"YNR004W"	0.86	270	48
"YNR014W"	0.65	325	30
"YNR021W"	0.81	306	44
"YNR029C"	0.65	278	50
"YNR034W-A"	0.55	210	-50
"YNR040W"	0.83	286	44
"YNR061C"	0.72	236	50
"YNR063W"	0.84	227	50
"YNR066C"	0.86	248	50
"YNR075C-A"	0.55	500	0
"YOL164W-A"	0.69	359	24
"YOL163W"	0.79	1	-50
"YOL159C-A"	0.68	460	0
"YOL155W-A"	0.78	342	47
"YOL131W"	0.79	1	-8
"YOL114C"	0.82	372	1
"YOL107W"	0.86	277	47
"YOL098C"	0.68	235	50
"YOL097W-A"	0.69	223	50
"YOL092W"	0.78	260	50
"YOL087C"	0.82	298	48
"YOL086W-A"	0.86	303	35
"YOL075C"	0.53	199	50
"YOL073C"	0.56	500	0
"YOL048C"	0.85	228	50
"YOL047C"	0.72	311	50
"YOL038C-A"	0.75	1	-45
"YOL036W"	0.81	294	38
"YOL019W"	0.87	306	41
"YOL014W"	0.94	320	16
"YOL013W-A"	0.45	1	-25
"YOR008C-A"	0.77	249	50
"YOR011W-A"	0.6	1	18
"YOR012W"	0.65	472	0
"YOR020W-A"	0.86	375	7
"YOR021C"	0.76	293	46
"YOR022C"	0.63	71	-34
"YOR032W-A"	0.67	1	4
"YOR059C"	0.71	1	-40
"YOR060C"	0.8	272	50
"YOR062C"	0.69	18	50
"YOR093C"	0.72	1	-50
"YOR097C"	0.76	247	50
"YOR111W"	0.72	447	0
"YOR114W"	0.79	267	50
"YOR131C"	0.79	275	50
"YOR152C"	0.86	295	46
"YOR154W"	0.9	300	13
"YOR186W"	0.71	1	-34
"YOR214C"	0.49	120	-30
"YOR220W"	0.9	330	0
"YOR223W"	0.83	299	38
"YOR238W"	0.76	1	-20
"YOR246C"	0.67	500	0
"YOR271C"	0.79	298	36
"YOR283W"	0.81	267	50
"YOR289W"	0.87	310	16
"YOR292C"	0.6	387	-44
"YOR293C-A"	0.8	268	50
"YOR296W"	0.75	237	50
"YOR304C-A"	0.88	261	45
"YOR338W"	0.75	277	50
"YOR342C"	0.5	443	0
"YOR352W"	0.76	255	50
"YOR365C"	0.66	1	-8
"YOR376W-A"	0.89	266	34
"YOR378W"	0.8	316	22
"YOR381W-A"	0.59	1	15
"YOR385W"	0.84	214	50
"YOR387C"	0.8	262	50
"YOR389W"	0.82	283	50
"YOR390W"	0.84	270	44
"YPL279C"	0.82	282	50
"YPL277C"	0.88	288	43
"YPL272C"	0.73	261	50
"YPL264C"	0.84	1	-50
"YPL260W"	0.84	307	32
"YPL257W"	0.8	1	-18
"YPL247C"	0.81	255	50
"YPL245W"	0.76	262	50
"YPL236C"	0.61	1	-30
"YPL229W"	0.76	269	50
"YPL222W"	0.73	244	50
"YPL216W"	0.78	1	-50
"YPL199C"	0.73	410	0
"YPL191C"	0.76	1	-42
"YPL168W"	0.82	284	38
"YPL162C"	0.88	273	49
"YPL152W-A"	0.8	243	50
"YPL150W"	0.77	1	-50
"YPL113C"	0.59	262	50
"YPL109C"	0.78	239	50
"YPL108W"	0.65	1	-44
"YPL107W"	0.87	222	50
"YPL088W"	0.49	171	-50
"YPL077C"	0.82	1	-50
"YPL071C"	0.83	1	-50
"YPL068C"	0.62	483	0
"YPL067C"	0.81	295	24
"YPL066W"	0.7	74	-50
"YPL041C"	0.84	1	-45
"YPL039W"	0.79	246	50
"YPL034W"	0.8	1	-50
"YPL014W"	0.82	426	0
"YPR003C"	0.91	273	45
"YPR010C-A"	0.84	275	50
"YPR011C"	0.84	1	-50
"YPR013C"	0.69	373	0
"YPR015C"	0.74	437	0
"YPR022C"	0.78	260	50
"YPR027C"	0.58	364	17
"YPR063C"	0.76	465	0
"YPR071W"	0.8	1	-50
"YPR078C"	0.78	1	15
"YPR084W"	0.75	225	50
"YPR089W"	0.77	269	50
"YPR109W"	0.76	295	-34
"YPR114W"	0.88	287	41
"YPR117W"	0.83	305	35
"YPR145C-A"	0.72	272	50
"YPR147C"	0.89	261	46
"YPR157W"	0.77	258	-14
"YPR170W-B"	0.74	276	50
"YPR172W"	0.76	239	50
"YPR174C"	0.83	269	50
"YPR196W"	0.45	445	6
"YPR202W"	0.79	1	-50
