""	"r"	"width"	"shift"
"YMR121C"	0.64	251	50
"YMR123W"	0.9	306	24
"YMR125W"	0.84	305	26
"YMR127C"	0.8	280	33
"YMR128W"	0.81	282	43
"YMR129W"	0.85	288	24
"YMR131C"	0.85	273	49
"YMR133W"	0.9	280	36
"YMR135C"	0.62	454	-18
"YMR136W"	0.56	401	-5
"YMR137C"	0.5	1	-33
"YMR138W"	0.78	222	49
"YMR139W"	0.94	282	7
"YMR140W"	0.87	284	39
"YMR142C"	0.67	450	-40
"YMR143W"	0.66	386	-50
"YMR145C"	0.65	351	-50
"YMR146C"	0.73	315	12
"YMR148W"	0.85	258	41
"YMR149W"	0.93	319	16
"YMR150C"	0.69	224	50
"YMR152W"	0.78	390	-25
"YMR153W"	0.84	281	28
"YMR154C"	0.69	181	50
"YMR156C"	0.75	188	50
"YMR157C"	0.79	238	50
"YMR158W"	0.88	236	49
"YMR159C"	0.8	247	42
"YMR161W"	0.92	269	34
"YMR162C"	0.9	293	30
"YMR163C"	0.9	377	-23
"YMR164C"	0.89	245	24
"YMR165C"	0.83	285	30
"YMR167W"	0.87	252	50
"YMR168C"	0.87	286	30
"YMR169C"	0.89	257	40
"YMR170C"	0.8	226	50
"YMR171C"	0.74	428	-30
"YMR172W"	0.84	418	-19
"YMR173W"	0.93	361	-10
"YMR176W"	0.65	241	50
"YMR177W"	0.86	267	40
"YMR179W"	0.89	279	25
"YMR180C"	0.89	287	50
"YMR182C"	0.77	325	-25
"YMR183C"	0.93	349	7
"YMR184W"	0.93	348	1
"YMR186W"	0.74	419	27
"YMR188C"	0.88	338	24
"YMR189W"	0.87	334	11
"YMR190C"	0.8	281	30
"YMR191W"	0.8	281	31
"YMR192W"	0.86	255	28
"YMR193W"	0.89	251	27
"YMR194W"	0.91	321	21
"YMR194C-B"	0.86	341	-45
"YMR195W"	0.54	311	22
"YMR197C"	0.89	307	22
"YMR198W"	0.89	307	38
"YMR199W"	0.91	267	0
"YMR200W"	0.86	293	8
"YMR201C"	0.69	209	50
"YMR202W"	0.85	272	43
"YMR203W"	0.91	298	15
"YMR204C"	0.86	255	43
"YMR207C"	0.83	251	50
"YMR208W"	0.8	1	-50
"YMR210W"	0.87	270	31
"YMR211W"	0.89	275	33
"YMR212C"	0.87	272	45
"YMR213W"	0.88	272	41
"YMR214W"	0.87	277	45
"YMR215W"	0.87	296	38
"YMR216C"	0.92	315	17
"YMR217W"	0.82	265	50
"YMR218C"	0.86	262	32
"YMR219W"	0.76	255	50
"YMR220W"	0.84	266	38
"YMR222C"	0.86	248	39
"YMR223W"	0.86	248	34
"YMR224C"	0.87	235	50
"YMR225C"	0.78	259	35
"YMR226C"	0.9	253	47
"YMR227C"	0.78	249	50
"YMR228W"	0.8	251	44
"YMR229C"	0.86	278	29
"YMR230W"	0.93	377	-14
"YMR231W"	0.9	269	38
"YMR232W"	0.82	265	47
"YMR233W"	0.86	255	48
"YMR234W"	0.87	250	39
"YMR235C"	0.88	293	26
"YMR236W"	0.87	291	50
"YMR237W"	0.72	275	41
"YMR238W"	0.89	293	21
"YMR239C"	0.86	264	40
"YMR240C"	0.74	424	-26
"YMR241W"	0.73	535	0
"YMR242C"	0.68	443	-48
"YMR243C"	0.93	367	6
"YMR246W"	0.7	299	37
"YMR247C"	0.76	237	50
"YMR250W"	0.83	237	50
"YMR251W"	0.91	239	31
"YMR251W-A"	0.35	1	5
"YMR255W"	0.88	267	34
"YMR256C"	0.88	317	-1
"YMR257C"	0.89	279	31
"YMR260C"	0.86	292	33
"YMR261C"	0.89	299	11
"YMR263W"	0.9	264	38
"YMR264W"	0.78	271	44
"YMR266W"	0.58	227	40
"YMR267W"	0.87	260	29
"YMR268C"	0.8	255	50
"YMR269W"	0.85	249	47
"YMR270C"	0.85	227	41
"YMR271C"	0.9	384	-23
"YMR272C"	0.94	412	0
"YMR273C"	0.88	287	30
"YMR274C"	0.8	257	50
"YMR275C"	0.86	261	38
"YMR276W"	0.86	261	36
"YMR277W"	0.86	263	39
"YMR278W"	0.83	286	39
"YMR280C"	0.91	327	-10
"YMR281W"	0.91	289	24
"YMR282C"	0.88	272	50
"YMR283C"	0.67	196	50
"YMR284W"	0.96	352	-3
"YMR285C"	0.88	287	31
"YMR286W"	0.88	289	36
"YMR287C"	0.83	253	50
"YMR288W"	0.86	254	50
"YMR289W"	0.77	239	50
"YMR290C"	0.76	334	-3
"YMR292W"	0.92	279	34
"YMR293C"	0.81	238	50
"YMR294W"	0.86	235	43
"YMR295C"	0.96	336	0
"YMR296C"	0.64	463	-40
"YMR297W"	0.76	258	41
"YMR298W"	0.89	269	28
"YMR299C"	0.88	239	44
"YMR300C"	0.82	221	50
"YMR301C"	0.85	271	46
"YMR302C"	0.86	389	-24
"YMR303C"	0.9	342	-9
"YMR304W"	0.9	342	8
"YMR305C"	0.92	390	-17
"YMR306W"	0.74	1	-50
"YMR307W"	0.66	426	-50
"YMR308C"	0.81	279	33
"YMR309C"	0.9	308	19
"YMR311C"	0.86	252	50
"YMR312W"	0.65	211	50
"YMR313C"	0.87	407	-16
"YMR314W"	0.86	392	-24
"YMR315W"	0.91	346	7
"YMR316W"	0.86	308	33
"YMR318C"	0.94	299	17
"YMR319C"	0.91	317	45
"YNL336W"	0.58	163	-31
"YNL334C"	0.64	214	50
"YNL333W"	0.37	1	-11
"YNL332W"	0.65	1	-50
"YNL331C"	0.64	367	-16
"YNL330C"	0.84	303	32
"YNL329C"	0.88	273	30
"YNL328C"	0.81	368	-27
"YNL327W"	0.92	286	29
"YNL326C"	0.73	208	50
"YNL325C"	0.81	239	42
"YNL323W"	0.89	242	50
"YNL322C"	0.87	291	24
"YNL321W"	0.8	234	50
"YNL318C"	0.82	274	46
"YNL317W"	0.82	275	43
"YNL316C"	0.72	210	50
"YNL315C"	0.86	260	43
"YNL314W"	0.86	260	45
"YNL312W"	0.84	299	22
"YNL311C"	0.78	278	20
"YNL310C"	0.82	251	50
"YNL309W"	0.85	252	46
"YNL308C"	0.9	290	25
"YNL307C"	0.78	243	50
"YNL306W"	0.82	246	50
"YNL304W"	0.89	249	46
"YNL302C"	0.7	441	-36
"YNL301C"	0.75	326	21
"YNL299W"	0.82	291	37
"YNL298W"	0.93	335	9
"YNL297C"	0.88	286	42
"YNL294C"	0.88	239	41
"YNL293W"	0.76	240	50
"YNL292W"	0.88	242	50
"YNL291C"	0.84	263	50
"YNL290W"	0.84	262	42
"YNL289W"	0.84	389	-12
"YNL288W"	0.74	417	-26
"YNL287W"	0.87	321	3
"YNL286W"	0.84	221	50
"YNL284C"	0.87	290	34
"YNL283C"	0.85	226	43
"YNL282W"	0.82	267	45
"YNL281W"	0.92	317	18
"YNL280C"	0.92	342	-20
"YNL279W"	0.92	343	11
"YNL278W"	0.92	318	32
"YNL277W"	0.91	282	32
"YNL275W"	0.76	219	50
"YNL274C"	0.82	239	47
"YNL273W"	0.88	257	36
"YNL272C"	0.88	293	39
"YNL271C"	0.82	303	11
"YNL270C"	0.85	397	-20
"YNL268W"	0.92	361	-20
"YNL267W"	0.91	300	14
"YNL265C"	0.87	273	50
"YNL264C"	0.91	287	33
"YNL263C"	0.84	284	26
"YNL262W"	0.84	285	32
"YNL261W"	0.89	277	24
"YNL259C"	0.73	263	50
"YNL258C"	0.83	266	41
"YNL257C"	0.9	271	30
"YNL256W"	0.9	273	36
"YNL255C"	0.85	291	47
"YNL254C"	0.75	404	-25
"YNL253W"	0.76	423	-8
"YNL252C"	0.86	273	40
"YNL251C"	0.74	396	-36
"YNL250W"	0.51	213	50
"YNL249C"	0.55	221	50
"YNL248C"	0.88	289	43
"YNL247W"	0.88	289	29
"YNL246W"	0.81	308	28
"YNL245C"	0.88	277	27
"YNL244C"	0.9	287	2
"YNL243W"	0.74	266	42
"YNL242W"	0.89	287	37
"YNL241C"	0.75	355	-46
"YNL240C"	0.86	250	50
"YNL239W"	0.85	268	23
"YNL238W"	0.89	261	40
"YNL237W"	0.79	258	42
"YNL236W"	0.88	264	43
"YNL233W"	0.9	251	34
"YNL232W"	0.9	304	23
"YNL231C"	0.45	433	0
"YNL230C"	0.77	278	44
"YNL229C"	0.86	295	13
"YNL227C"	0.85	245	50
"YNL225C"	0.85	265	37
"YNL224C"	0.86	267	40
"YNL223W"	0.86	266	28
"YNL222W"	0.87	282	39
"YNL221C"	0.73	419	-37
"YNL220W"	0.35	550	-36
"YNL219C"	0.9	274	47
"YNL218W"	0.86	222	50
"YNL216W"	0.93	336	-1
"YNL215W"	0.93	258	19
"YNL214W"	0.78	241	47
"YNL213C"	0.88	279	42
"YNL212W"	0.88	278	40
"YNL210W"	0.87	276	43
"YNL209W"	0.88	348	-34
"YNL208W"	0.96	354	-5
"YNL207W"	0.81	280	34
"YNL206C"	0.8	307	19
"YNL204C"	0.87	277	39
"YNL202W"	0.87	276	43
"YNL201C"	0.87	284	30
"YNL199C"	0.93	338	29
"YNL197C"	0.9	344	7
"YNL194C"	0.87	262	40
"YNL192W"	0.85	419	-12
"YNL191W"	0.88	278	37
"YNL189W"	0.88	277	31
"YNL188W"	0.86	257	30
"YNL186W"	0.91	372	8
"YNL185C"	0.84	300	11
"YNL183C"	0.83	313	11
"YNL182C"	0.88	272	50
"YNL180C"	0.93	264	15
"YNL178W"	0.92	379	-24
"YNL177C"	0.86	263	43
"YNL175C"	0.86	321	24
"YNL173C"	0.69	405	-40
"YNL172W"	0.72	434	-29
"YNL169C"	0.89	290	19
"YNL167C"	0.86	278	38
"YNL166C"	0.84	264	41
"YNL164C"	0.87	278	34
"YNL163C"	0.8	257	43
"YNL162W"	0.69	412	-50
"YNL161W"	0.95	339	6
"YNL160W"	0.71	411	-17
"YNL159C"	0.89	285	44
"YNL158W"	0.9	285	36
"YNL157W"	0.94	305	7
"YNL156C"	0.9	319	9
"YNL154C"	0.81	276	50
"YNL153C"	0.85	271	40
"YNL152W"	0.86	273	48
"YNL151C"	0.85	268	38
"YNL149C"	0.74	300	22
"YNL148C"	0.83	291	45
"YNL147W"	0.83	292	36
"YNL145W"	0.82	339	-20
"YNL142W"	0.73	394	-24
"YNL141W"	0.91	335	-1
"YNL139C"	0.9	272	39
"YNL138W-A"	0.9	270	50
"YNL138W"	0.85	275	50
"YNL137C"	0.83	293	35
"YNL136W"	0.83	292	32
"YNL135C"	0.84	321	26
"YNL133C"	0.85	327	16
"YNL132W"	0.75	268	41
"YNL131W"	0.84	290	32
"YNL130C"	0.87	293	25
"YNL129W"	0.87	293	36
"YNL128W"	0.68	381	-17
"YNL127W"	0.73	425	-21
"YNL126W"	0.87	273	32
"YNL125C"	0.9	305	25
"YNL124W"	0.88	280	26
"YNL123W"	0.89	303	32
"YNL121C"	0.79	241	50
"YNL119W"	0.86	274	50
"YNL118C"	0.7	436	-41
"YNL117W"	0.68	461	-35
"YNL116W"	0.91	308	40
"YNL113W"	0.88	283	23
"YNL112W"	0.87	374	-23
"YNL111C"	0.86	368	10
"YNL110C"	0.92	324	18
"YNL107W"	0.9	282	36
"YNL106C"	0.8	291	24
"YNL104C"	0.69	396	0
"YNL103W"	0.63	273	41
"YNL102W"	0.89	252	37
"YNL101W"	0.9	310	21
"YNL100W"	0.91	270	16
"YNL099C"	0.91	289	36
"YNL098C"	0.58	294	50
"YNL097C"	0.91	288	9
"YNL096C"	0.66	447	-38
"YNL094W"	0.78	294	19
"YNL093W"	0.92	249	29
"YNL091W"	0.77	294	19
"YNL090W"	0.88	331	7
"YNL088W"	0.87	294	19
"YNL087W"	0.92	322	17
"YNL085W"	0.93	261	22
"YNL084C"	0.84	276	42
"YNL083W"	0.85	277	37
"YNL082W"	0.87	258	47
"YNL081C"	0.86	274	27
"YNL080C"	0.92	304	44
"YNL079C"	0.66	226	50
"YNL078W"	0.67	445	-40
"YNL077W"	0.64	297	-16
"YNL076W"	0.89	282	43
"YNL075W"	0.89	290	22
"YNL074C"	0.9	294	11
"YNL073W"	0.9	298	30
"YNL072W"	0.84	254	36
"YNL071W"	0.89	281	36
"YNL070W"	0.93	311	22
"YNL069C"	0.65	471	-27
"YNL068C"	0.9	352	13
"YNL067W"	0.97	338	-20
"YNL065W"	0.65	451	-28
"YNL064C"	0.85	327	44
"YNL063W"	0.85	321	6
"YNL062C"	0.83	321	25
"YNL061W"	0.84	323	31
"YNL059C"	0.8	274	42
"YNL056W"	0.69	245	41
"YNL055C"	0.89	221	24
"YNL054W"	0.84	293	34
"YNL053W"	0.95	357	15
"YNL052W"	0.89	290	25
"YNL051W"	0.8	240	50
"YNL049C"	0.82	259	41
"YNL048W"	0.83	258	35
"YNL047C"	0.7	238	50
"YNL045W"	0.84	240	50
"YNL044W"	0.89	299	27
"YNL042W"	0.8	294	48
"YNL041C"	0.8	265	33
"YNL039W"	0.91	273	47
"YNL038W"	0.87	276	36
"YNL037C"	0.73	291	6
"YNL036W"	0.67	267	43
"YNL032W"	0.89	287	43
"YNL029C"	0.77	314	23
"YNL027W"	0.85	213	39
"YNL026W"	0.81	264	31
"YNL025C"	0.86	278	12
"YNL024C-A"	0.89	293	43
"YNL023C"	0.92	278	34
"YNL021W"	0.89	294	-7
"YNL020C"	0.87	260	50
"YNL016W"	0.89	329	0
"YNL015W"	0.81	404	-11
"YNL014W"	0.85	265	38
"YNL012W"	0.85	255	50
"YNL009W"	0.91	262	50
"YNL008C"	0.81	304	3
"YNL007C"	0.91	463	0
"YNL006W"	0.77	415	-20
"YNL005C"	0.85	247	50
"YNL004W"	0.87	259	50
"YNL003C"	0.84	282	50
"YNL002C"	0.9	310	9
"YNL001W"	0.9	312	31
"YNR001C"	0.83	370	8
"YNR002C"	0.91	306	42
"YNR003C"	0.84	238	31
"YNR006W"	0.84	283	26
"YNR007C"	0.86	252	50
"YNR008W"	0.86	243	31
"YNR009W"	0.85	318	-6
"YNR010W"	0.84	273	29
"YNR011C"	0.67	1	-31
"YNR012W"	0.82	264	50
"YNR013C"	0.73	415	-44
"YNR015W"	0.84	266	33
"YNR016C"	0.76	329	29
"YNR017W"	0.73	353	-50
"YNR018W"	0.75	430	-4
"YNR019W"	0.93	340	-12
"YNR020C"	0.87	310	19
"YNR022C"	0.87	269	45
"YNR023W"	0.86	268	37
"YNR024W"	0.86	262	43
"YNR026C"	0.86	257	50
"YNR027W"	0.85	256	39
"YNR028W"	0.88	357	-16
"YNR030W"	0.74	294	21
"YNR031C"	0.83	280	34
"YNR032W"	0.83	279	30
"YNR032C-A"	0.89	213	31
"YNR033W"	0.58	415	-13
"YNR034W"	0.82	307	25
"YNR035C"	0.87	277	44
"YNR036C"	0.73	251	44
"YNR037C"	0.83	297	16
"YNR038W"	0.84	299	34
"YNR039C"	0.88	293	41
"YNR041C"	0.87	277	40
"YNR043W"	0.87	277	49
"YNR044W"	0.71	446	-8
"YNR045W"	0.88	256	46
"YNR046W"	0.87	276	40
"YNR047W"	0.91	269	41
"YNR048W"	0.89	255	46
"YNR049C"	0.78	240	50
"YNR050C"	0.87	271	50
"YNR051C"	0.91	270	50
"YNR052C"	0.87	287	35
"YNR053C"	0.91	300	37
"YNR054C"	0.83	243	50
"YNR055C"	0.89	274	41
"YNR057C"	0.83	268	45
"YNR058W"	0.37	550	36
"YNR059W"	0.74	258	22
"YNR060W"	0.65	1	-15
"YNR064C"	0.87	260	10
"YNR067C"	0.9	352	-5
"YNR069C"	0.83	278	23
"YNR075W"	0.9	356	3
"YNR076W"	0.62	388	50
"YOL161C"	0.87	274	34
"YOL159C"	0.49	186	50
"YOL158C"	0.61	466	-25
"YOL157C"	0.77	261	29
"YOL155C"	0.88	309	28
"YOL154W"	0.88	268	50
"YOL152W"	0.92	316	26
"YOL151W"	0.85	312	14
"YOL149W"	0.89	261	38
"YOL148C"	0.87	258	50
"YOL147C"	0.86	267	28
"YOL146W"	0.87	270	40
"YOL145C"	0.88	288	35
"YOL144W"	0.88	287	27
"YOL143C"	0.83	242	47
"YOL142W"	0.81	249	50
"YOL141W"	0.79	237	50
"YOL140W"	0.76	408	-30
"YOL139C"	0.89	312	19
"YOL138C"	0.83	263	50
"YOL137W"	0.83	261	35
"YOL136C"	0.63	395	-50
"YOL135C"	0.9	290	42
"YOL133W"	0.89	289	41
"YOL132W"	0.54	235	50
"YOL130W"	0.86	299	36
"YOL129W"	0.88	294	0
"YOL128C"	0.7	438	-42
"YOL127W"	0.7	420	-50
"YOL126C"	0.71	426	-36
"YOL125W"	0.67	445	-29
"YOL124C"	0.85	275	37
"YOL123W"	0.81	343	35
"YOL122C"	0.84	225	42
"YOL121C"	0.87	386	-15
"YOL120C"	0.77	434	-14
"YOL119C"	0.92	287	18
"YOL117W"	0.81	218	50
"YOL116W"	0.89	280	37
"YOL115W"	0.9	258	48
"YOL113W"	0.88	378	-11
"YOL112W"	0.87	246	38
"YOL111C"	0.85	292	42
"YOL110W"	0.87	287	15
"YOL109W"	0.43	498	-45
"YOL108C"	0.9	286	34
"YOL105C"	0.92	341	-3
"YOL104C"	0.76	1	-50
"YOL103W"	0.77	254	47
"YOL102C"	0.87	268	27
"YOL101C"	0.64	274	40
"YOL100W"	0.86	287	-26
"YOL097C"	0.82	259	45
"YOL096C"	0.73	224	50
"YOL095C"	0.73	250	50
"YOL094C"	0.85	256	29
"YOL093W"	0.85	258	40
"YOL091W"	0.85	244	34
"YOL090W"	0.87	259	47
"YOL089C"	0.8	263	46
"YOL088C"	0.9	252	38
"YOL086C"	0.57	458	-8
"YOL084W"	0.86	344	13
"YOL083W"	0.63	241	50
"YOL082W"	0.56	463	-50
"YOL081W"	0.73	239	36
"YOL080C"	0.86	269	38
"YOL078W"	0.86	268	29
"YOL077W-A"	0.86	308	30
"YOL077C"	0.85	311	24
"YOL076W"	0.86	312	24
"YOL072W"	0.84	225	50
"YOL071W"	0.8	220	50
"YOL070C"	0.87	256	40
"YOL069W"	0.87	258	46
"YOL068C"	0.83	268	36
"YOL067C"	0.82	252	45
"YOL066C"	0.79	237	44
"YOL065C"	0.58	241	50
"YOL064C"	0.89	257	39
"YOL063C"	0.7	422	-16
"YOL062C"	0.84	274	36
"YOL061W"	0.85	275	40
"YOL060C"	0.73	390	-36
"YOL059W"	0.62	250	-50
"YOL058W"	0.81	411	-12
"YOL057W"	0.86	277	41
"YOL056W"	0.85	240	50
"YOL055C"	0.86	340	11
"YOL054W"	0.82	390	-14
"YOL053W"	0.89	254	37
"YOL052C-A"	0.7	442	-24
"YOL052C"	0.87	285	24
"YOL051W"	0.89	324	11
"YOL049W"	0.9	269	46
"YOL045W"	0.81	181	37
"YOL044W"	0.84	281	37
"YOL043C"	0.78	199	48
"YOL042W"	0.7	395	-16
"YOL041C"	0.88	284	28
"YOL040C"	0.71	419	-50
"YOL039W"	0.6	339	-50
"YOL038W"	0.9	267	45
"YOL034W"	0.83	278	46
"YOL033W"	0.71	223	49
"YOL032W"	0.92	247	15
"YOL031C"	0.8	352	3
"YOL030W"	0.86	299	34
"YOL028C"	0.86	316	16
"YOL027C"	0.92	277	26
"YOL026C"	0.72	237	50
"YOL025W"	0.91	375	-7
"YOL023W"	0.85	243	50
"YOL022C"	0.71	206	50
"YOL021C"	0.66	436	-24
"YOL020W"	0.66	431	-45
"YOL018C"	0.92	376	-4
"YOL017W"	0.92	376	0
"YOL016C"	0.84	327	46
"YOL013C"	0.8	298	33
"YOL012C"	0.79	276	34
"YOL010W"	0.88	320	40
"YOL009C"	0.64	183	50
"YOL008W"	0.56	427	-19
"YOL007C"	0.94	318	14
"YOL006C"	0.91	357	14
"YOL005C"	0.87	256	41
"YOL004W"	0.93	343	21
"YOL003C"	0.77	271	46
"YOL002C"	0.74	1	-31
"YOL001W"	0.88	270	28
"YOR001W"	0.66	258	50
"YOR002W"	0.87	291	27
"YOR003W"	0.85	311	34
"YOR004W"	0.84	275	46
"YOR005C"	0.84	278	31
"YOR006C"	0.91	295	36
"YOR007C"	0.88	224	46
"YOR008C"	0.91	337	18
"YOR009W"	0.87	325	22
"YOR010C"	0.79	430	0
"YOR011W"	0.87	286	24
"YOR014W"	0.84	288	31
"YOR016C"	0.9	288	34
"YOR017W"	0.91	288	22
"YOR018W"	0.89	286	26
"YOR019W"	0.89	273	37
"YOR020C"	0.91	301	33
"YOR023C"	0.72	399	-50
"YOR025W"	0.88	422	-12
"YOR026W"	0.9	265	25
"YOR027W"	0.84	345	8
"YOR028C"	0.7	436	-42
"YOR030W"	0.77	240	50
"YOR031W"	0.82	374	4
"YOR032C"	0.59	420	-50
"YOR033C"	0.84	289	42
"YOR034C"	0.92	335	9
"YOR035C"	0.91	309	28
"YOR036W"	0.91	307	14
"YOR037W"	0.71	217	50
"YOR038C"	0.89	281	37
"YOR039W"	0.9	280	27
"YOR040W"	0.82	256	29
"YOR042W"	0.95	299	38
"YOR043W"	0.84	284	29
"YOR044W"	0.96	325	17
"YOR045W"	0.78	299	29
"YOR046C"	0.87	281	37
"YOR047C"	0.86	363	-17
"YOR048C"	0.93	291	30
"YOR049C"	0.8	402	-3
"YOR051C"	0.73	416	-21
"YOR052C"	0.97	348	18
"YOR054C"	0.91	354	24
"YOR056C"	0.77	238	50
"YOR057W"	0.83	250	50
"YOR058C"	0.9	286	48
"YOR061W"	0.9	289	29
"YOR063W"	0.94	371	-15
"YOR064C"	0.88	383	-27
"YOR065W"	0.9	386	-21
"YOR066W"	0.87	325	7
"YOR067C"	0.89	270	50
"YOR069W"	0.88	265	36
"YOR070C"	0.92	284	48
"YOR073W"	0.7	450	-35
"YOR074C"	0.68	248	50
"YOR075W"	0.75	416	-31
"YOR076C"	0.86	301	30
"YOR077W"	0.86	299	26
"YOR078W"	0.76	236	44
"YOR079C"	0.74	220	50
"YOR080W"	0.71	215	50
"YOR081C"	0.86	343	-4
"YOR083W"	0.87	344	-5
"YOR084W"	0.71	403	-30
"YOR085W"	0.89	311	16
"YOR086C"	0.93	308	29
"YOR087W"	0.83	431	-10
"YOR089C"	0.88	318	13
"YOR090C"	0.85	228	38
"YOR091W"	0.84	254	47
"YOR092W"	0.62	318	30
"YOR094W"	0.88	274	29
"YOR095C"	0.88	311	37
"YOR096W"	0.67	424	-50
"YOR098C"	0.67	455	-23
"YOR099W"	0.67	412	-6
"YOR100C"	0.78	250	50
"YOR101W"	0.63	377	-50
"YOR103C"	0.77	252	50
"YOR104W"	0.56	1	-23
"YOR106W"	0.84	264	36
"YOR107W"	0.62	450	-31
"YOR108W"	0.91	378	16
"YOR109W"	0.85	281	40
"YOR110W"	0.81	267	32
"YOR112W"	0.76	268	48
"YOR113W"	0.87	273	46
"YOR115C"	0.85	269	29
"YOR116C"	0.71	438	-31
"YOR117W"	0.7	249	35
"YOR118W"	0.91	262	34
"YOR119C"	0.84	272	46
"YOR120W"	0.84	274	49
"YOR122C"	0.91	320	23
"YOR123C"	0.83	284	29
"YOR124C"	0.82	249	50
"YOR125C"	0.79	238	50
"YOR126C"	0.73	281	50
"YOR127W"	0.72	282	24
"YOR128C"	0.88	257	32
"YOR129C"	0.84	256	36
"YOR130C"	0.92	284	33
"YOR132W"	0.86	286	41
"YOR133W"	0.95	313	31
"YOR134W"	0.68	1	-50
"YOR136W"	0.95	382	3
"YOR137C"	0.88	341	-7
"YOR138C"	0.91	358	1
"YOR140W"	0.92	360	-9
"YOR141C"	0.89	319	20
"YOR142W"	0.89	319	21
"YOR143C"	0.88	285	40
"YOR144C"	0.79	275	35
"YOR145C"	0.7	441	-34
"YOR147W"	0.68	445	-34
"YOR148C"	0.9	282	32
"YOR149C"	0.67	222	50
"YOR150W"	0.84	250	50
"YOR151C"	0.9	328	28
"YOR153W"	0.63	437	-30
"YOR155C"	0.87	267	49
"YOR156C"	0.69	229	50
"YOR157C"	0.86	388	-22
"YOR158W"	0.86	400	-20
"YOR159C"	0.81	247	48
"YOR160W"	0.82	246	42
"YOR161C"	0.7	434	-45
"YOR162C"	0.9	281	27
"YOR163W"	0.74	335	1
"YOR164C"	0.91	265	43
"YOR165W"	0.91	265	48
"YOR166C"	0.42	528	-36
"YOR167C"	0.74	326	21
"YOR168W"	0.74	320	4
"YOR171C"	0.88	304	28
"YOR172W"	0.88	306	35
"YOR173W"	0.91	255	48
"YOR174W"	0.72	213	50
"YOR175C"	0.9	248	50
"YOR176W"	0.75	411	-21
"YOR177C"	0.66	437	-19
"YOR178C"	0.58	252	50
"YOR179C"	0.89	296	28
"YOR180C"	0.81	259	39
"YOR181W"	0.84	296	30
"YOR182C"	0.69	428	-39
"YOR184W"	0.68	436	-34
"YOR185C"	0.85	359	-24
"YOR187W"	0.82	363	8
"YOR188W"	0.91	284	49
"YOR189W"	0.95	307	15
"YOR190W"	0.79	256	50
"YOR191W"	0.92	300	32
"YOR193W"	0.85	399	-12
"YOR194C"	0.87	304	23
"YOR195W"	0.87	304	18
"YOR196C"	0.88	297	31
"YOR197W"	0.87	295	35
"YOR198C"	0.73	290	33
"YOR201C"	0.88	287	24
"YOR202W"	0.88	289	33
"YOR204W"	0.9	329	0
"YOR205C"	0.88	288	19
"YOR206W"	0.88	289	30
"YOR207C"	0.83	296	33
"YOR208W"	0.83	293	28
"YOR209C"	0.83	225	47
"YOR210W"	0.89	291	37
"YOR211C"	0.87	256	40
"YOR212W"	0.65	239	50
"YOR213C"	0.87	273	36
"YOR215C"	0.88	280	39
"YOR216C"	0.85	254	47
"YOR217W"	0.86	253	37
"YOR219C"	0.85	321	46
"YOR221C"	0.9	280	33
"YOR222W"	0.78	211	49
"YOR224C"	0.92	322	1
"YOR226C"	0.71	263	30
"YOR227W"	0.64	296	47
"YOR228C"	0.91	410	-11
"YOR229W"	0.89	412	-14
"YOR230W"	0.76	326	-17
"YOR231W"	0.94	300	19
"YOR232W"	0.85	249	42
"YOR233W"	0.75	252	33
"YOR234C"	0.69	410	-49
"YOR236W"	0.94	298	37
"YOR237W"	0.92	308	22
"YOR239W"	0.91	273	22
"YOR241W"	0.89	286	22
"YOR242C"	0.63	1	-4
"YOR243C"	0.89	306	39
"YOR244W"	0.89	305	32
"YOR245C"	0.75	208	50
"YOR247W"	0.67	444	-39
"YOR249C"	0.89	241	26
"YOR250C"	0.85	254	50
"YOR251C"	0.83	243	50
"YOR252W"	0.82	249	50
"YOR253W"	0.85	236	47
"YOR254C"	0.85	291	40
"YOR255W"	0.85	290	40
"YOR256C"	0.73	241	50
"YOR257W"	0.81	253	48
"YOR258W"	0.62	209	50
"YOR259C"	0.9	288	27
"YOR260W"	0.9	287	16
"YOR261C"	0.9	274	29
"YOR262W"	0.88	274	50
"YOR264W"	0.74	255	47
"YOR265W"	0.89	268	37
"YOR266W"	0.88	241	32
"YOR267C"	0.9	216	30
"YOR269W"	0.79	226	50
"YOR270C"	0.89	352	-1
"YOR272W"	0.7	334	6
"YOR273C"	0.6	469	-22
"YOR274W"	0.8	319	37
"YOR275C"	0.89	289	25
"YOR276W"	0.89	288	17
"YOR278W"	0.88	232	45
"YOR279C"	0.67	236	50
"YOR280C"	0.6	455	-16
"YOR281C"	0.92	283	24
"YOR284W"	0.86	249	42
"YOR285W"	0.84	290	34
"YOR286W"	0.9	263	31
"YOR287C"	0.89	272	37
"YOR288C"	0.85	306	40
"YOR290C"	0.94	309	12
"YOR291W"	0.88	266	27
"YOR293W"	0.66	456	-24
"YOR294W"	0.9	283	26
"YOR295W"	0.63	209	50
"YOR297C"	0.88	270	34
"YOR298W"	0.87	269	32
"YOR298C-A"	0.74	415	9
"YOR299W"	0.83	267	26
"YOR301W"	0.88	312	16
"YOR302W"	0.7	218	50
"YOR303W"	0.7	218	50
"YOR304W"	0.91	270	31
"YOR305W"	0.89	269	42
"YOR306C"	0.75	405	-42
"YOR307C"	0.9	286	21
"YOR308C"	0.83	254	39
"YOR310C"	0.87	314	34
"YOR311C"	0.92	306	18
"YOR312C"	0.67	450	-24
"YOR313C"	0.9	278	43
