""	"r"	"width"	"shift"
"YJR151C"	0.89	346	26
"YJR152W"	0.76	445	-20
"YJR155W"	0.69	442	-23
"YJR161C"	0.55	227	17
"YKL224C"	0.63	261	50
"YKL222C"	0.65	257	50
"YKL221W"	0.88	249	50
"YKL220C"	0.75	238	50
"YKL219W"	0.57	1	-27
"YKL218C"	0.61	392	-5
"YKL217W"	0.74	377	-10
"YKL216W"	0.87	347	20
"YKL215C"	0.54	411	-9
"YKL214C"	0.58	259	50
"YKL213C"	0.82	296	50
"YKL212W"	0.94	295	49
"YKL211C"	0.59	250	50
"YKL210W"	0.86	297	50
"YKL209C"	0.93	294	42
"YKL208W"	0.85	182	50
"YKL207W"	0.66	467	-28
"YKL206C"	0.75	284	50
"YKL205W"	0.77	296	50
"YKL204W"	0.74	283	50
"YKL203C"	0.68	467	-21
"YKL198C"	0.77	1	-5
"YKL197C"	0.76	386	18
"YKL196C"	0.69	308	50
"YKL195W"	0.77	288	44
"YKL194C"	0.61	247	50
"YKL193C"	0.61	512	-46
"YKL192C"	0.74	251	50
"YKL191W"	0.72	1	-50
"YKL190W"	0.88	309	47
"YKL189W"	0.5	257	50
"YKL188C"	0.67	398	-12
"YKL186C"	0.62	292	50
"YKL185W"	0.4	1	12
"YKL184W"	0.92	358	0
"YKL183W"	0.83	321	41
"YKL182W"	0.77	327	50
"YKL181W"	0.93	290	33
"YKL180W"	0.67	477	-35
"YKL179C"	0.67	297	50
"YKL176C"	0.58	1	-27
"YKL175W"	0.72	1	-50
"YKL174C"	0.62	297	50
"YKL173W"	0.55	267	50
"YKL172W"	0.9	303	41
"YKL171W"	0.9	377	6
"YKL170W"	0.85	284	50
"YKL168C"	0.63	269	50
"YKL167C"	0.67	272	50
"YKL166C"	0.67	300	50
"YKL165C"	0.78	327	50
"YKL164C"	0.9	351	34
"YKL163W"	0.55	243	50
"YKL161C"	0.62	262	50
"YKL160W"	0.84	346	30
"YKL159C"	0.55	403	-9
"YKL157W"	0.45	387	1
"YKL156W"	0.96	369	3
"YKL155C"	0.73	241	50
"YKL154W"	0.71	439	-21
"YKL152C"	0.53	449	-50
"YKL150W"	0.62	295	50
"YKL149C"	0.89	306	50
"YKL148C"	0.72	298	50
"YKL146W"	0.62	276	50
"YKL145W"	0.82	276	50
"YKL144C"	0.77	270	50
"YKL143W"	0.74	278	50
"YKL142W"	0.92	331	17
"YKL141W"	0.74	271	50
"YKL140W"	0.84	217	50
"YKL139W"	0.8	280	50
"YKL138C-A"	0.54	538	-36
"YKL138C"	0.73	427	-24
"YKL137W"	0.55	1	-33
"YKL135C"	0.69	276	50
"YKL134C"	0.7	267	50
"YKL132C"	0.51	470	0
"YKL130C"	0.88	301	50
"YKL129C"	0.88	282	49
"YKL128C"	0.72	502	-8
"YKL127W"	0.77	301	50
"YKL126W"	0.77	296	50
"YKL125W"	0.84	305	28
"YKL124W"	0.89	299	46
"YKL122C"	0.84	282	50
"YKL120W"	0.63	487	-24
"YKL119C"	0.59	216	50
"YKL117W"	0.77	286	50
"YKL116C"	0.77	235	50
"YKL114C"	0.52	455	-21
"YKL113C"	0.63	276	50
"YKL112W"	0.88	389	10
"YKL110C"	0.62	283	50
"YKL108W"	0.76	284	50
"YKL106W"	0.51	469	-39
"YKL104C"	0.95	397	-23
"YKL103C"	0.74	462	-36
"YKL101W"	0.79	313	49
"YKL099C"	0.72	279	50
"YKL098W"	0.85	284	50
"YKL096W"	0.87	426	-15
"YKL095W"	0.75	288	50
"YKL094W"	0.83	316	50
"YKL093W"	0.87	338	15
"YKL092C"	0.66	447	-19
"YKL091C"	0.53	401	1
"YKL090W"	0.46	1	-41
"YKL089W"	0.67	444	-15
"YKL088W"	0.71	254	50
"YKL087C"	0.92	326	50
"YKL086W"	0.93	326	32
"YKL085W"	0.71	305	50
"YKL084W"	0.86	298	44
"YKL082C"	0.53	1	-40
"YKL081W"	0.82	299	50
"YKL080W"	0.88	356	29
"YKL079W"	0.74	270	50
"YKL078W"	0.6	246	50
"YKL074C"	0.77	277	50
"YKL073W"	0.64	280	50
"YKL072W"	0.87	309	50
"YKL069W"	0.89	306	49
"YKL068W"	0.82	313	32
"YKL067W"	0.84	276	30
"YKL065C"	0.86	1	-35
"YKL064W"	0.73	1	-50
"YKL062W"	0.69	465	-26
"YKL060C"	0.5	452	-50
"YKL059C"	0.53	234	50
"YKL058W"	0.66	252	50
"YKL057C"	0.8	319	32
"YKL056C"	0.84	390	-2
"YKL055C"	0.52	1	-36
"YKL054C"	0.81	347	32
"YKL053C-A"	0.65	248	50
"YKL052C"	0.81	375	12
"YKL051W"	0.77	241	47
"YKL050C"	0.47	372	-34
"YKL049C"	0.84	288	50
"YKL048C"	0.72	264	50
"YKL046C"	0.82	421	-19
"YKL045W"	0.62	515	-36
"YKL043W"	0.56	336	35
"YKL042W"	0.89	275	30
"YKL041W"	0.75	260	50
"YKL040C"	0.67	477	-25
"YKL039W"	0.79	473	-8
"YKL038W"	0.79	267	50
"YKL035W"	0.92	325	19
"YKL034W"	0.8	281	50
"YKL033W"	0.55	422	-8
"YKL032C"	0.4	252	-50
"YKL029C"	0.48	1	9
"YKL028W"	0.8	250	50
"YKL027W"	0.78	311	25
"YKL026C"	0.76	398	-24
"YKL025C"	0.82	283	50
"YKL024C"	0.91	383	8
"YKL022C"	0.73	253	50
"YKL021C"	0.8	273	50
"YKL020C"	0.87	290	50
"YKL019W"	0.51	194	50
"YKL018W"	0.75	239	50
"YKL017C"	0.69	372	27
"YKL016C"	0.95	507	0
"YKL015W"	0.76	455	-27
"YKL014C"	0.56	1	-33
"YKL013C"	0.78	286	50
"YKL012W"	0.88	286	44
"YKL011C"	0.4	1	10
"YKL010C"	0.92	313	40
"YKL009W"	0.92	316	50
"YKL008C"	0.39	345	33
"YKL007W"	0.72	463	-27
"YKL006C-A"	0.72	259	50
"YKL006W"	0.66	500	-41
"YKL005C"	0.88	315	46
"YKL004W"	0.88	314	37
"YKL003C"	0.75	267	50
"YKL002W"	0.75	265	50
"YKL001C"	0.86	348	15
"YKR001C"	0.78	307	50
"YKR002W"	0.79	301	49
"YKR003W"	0.86	318	41
"YKR004C"	0.88	287	50
"YKR006C"	0.69	263	50
"YKR007W"	0.81	263	48
"YKR008W"	0.82	300	50
"YKR009C"	0.88	291	47
"YKR010C"	0.91	310	47
"YKR013W"	0.87	334	22
"YKR014C"	0.8	272	50
"YKR016W"	0.91	325	50
"YKR019C"	0.62	1	-45
"YKR020W"	0.77	419	-16
"YKR021W"	0.77	249	50
"YKR022C"	0.7	462	-20
"YKR024C"	0.88	395	4
"YKR025W"	0.88	395	-2
"YKR026C"	0.86	283	47
"YKR027W"	0.85	330	18
"YKR028W"	0.86	300	44
"YKR029C"	0.59	518	-28
"YKR030W"	0.61	1	-35
"YKR031C"	0.8	263	50
"YKR034W"	0.63	293	50
"YKR035W-A"	0.79	445	-19
"YKR036C"	0.51	1	-31
"YKR037C"	0.71	430	-20
"YKR038C"	0.84	438	-13
"YKR039W"	0.88	367	31
"YKR042W"	0.7	469	-34
"YKR043C"	0.59	266	50
"YKR044W"	0.69	479	-15
"YKR046C"	0.9	274	33
"YKR048C"	0.84	273	50
"YKR049C"	0.71	191	50
"YKR050W"	0.66	433	-20
"YKR052C"	0.53	1	-6
"YKR053C"	0.6	291	50
"YKR054C"	0.67	292	50
"YKR055W"	0.63	286	50
"YKR056W"	0.73	283	50
"YKR057W"	0.87	371	27
"YKR058W"	0.9	343	43
"YKR059W"	0.95	300	2
"YKR060W"	0.65	428	-19
"YKR061W"	0.83	264	50
"YKR062W"	0.87	321	30
"YKR063C"	0.8	269	50
"YKR064W"	0.8	278	50
"YKR065C"	0.75	285	50
"YKR066C"	0.73	266	50
"YKR067W"	0.75	421	6
"YKR068C"	0.7	256	50
"YKR069W"	0.9	341	-9
"YKR071C"	0.88	310	50
"YKR072C"	0.95	411	3
"YKR074W"	0.81	400	5
"YKR076W"	0.7	303	50
"YKR077W"	0.76	279	50
"YKR078W"	0.51	223	50
"YKR079C"	0.58	278	50
"YKR080W"	0.68	397	15
"YKR081C"	0.88	301	50
"YKR082W"	0.86	302	48
"YKR083C"	0.76	426	-11
"YKR084C"	0.56	1	-48
"YKR085C"	0.67	249	50
"YKR086W"	0.49	432	-11
"YKR087C"	0.58	207	50
"YKR088C"	0.52	455	-6
"YKR089C"	0.92	450	-9
"YKR090W"	0.84	431	-28
"YKR091W"	0.92	300	40
"YKR092C"	0.81	344	24
"YKR093W"	0.67	371	17
"YKR094C"	0.8	385	33
"YKR095W"	0.77	262	50
"YKR095W-A"	0.81	294	34
"YKR096W"	0.73	271	50
"YKR097W"	0.85	408	-25
"YKR098C"	0.88	365	20
"YKR099W"	0.88	364	16
"YKR100C"	0.77	295	50
"YKR101W"	0.82	292	50
"YKR103W"	0.5	390	-8
"YLL064C"	0.7	315	50
"YLL063C"	0.48	500	-24
"YLL062C"	0.61	272	50
"YLL061W"	0.78	290	50
"YLL060C"	0.63	393	26
"YLL057C"	0.65	344	22
"YLL055W"	0.67	399	27
"YLL052C"	0.6	313	50
"YLL051C"	0.71	282	50
"YLL050C"	0.86	318	48
"YLL049W"	0.86	317	38
"YLL048C"	0.82	272	50
"YLL046C"	0.61	415	3
"YLL045C"	0.94	413	10
"YLL043W"	0.88	345	29
"YLL042C"	0.5	547	-35
"YLL041C"	0.85	311	46
"YLL040C"	0.8	311	38
"YLL039C"	0.73	272	50
"YLL038C"	0.79	271	50
"YLL036C"	0.67	257	50
"YLL035W"	0.84	261	50
"YLL034C"	0.79	297	50
"YLL033W"	0.75	290	50
"YLL032C"	0.74	287	50
"YLL031C"	0.91	298	42
"YLL029W"	0.89	335	0
"YLL028W"	0.62	334	41
"YLL027W"	0.97	353	25
"YLL026W"	0.56	256	44
"YLL024C"	0.77	376	38
"YLL023C"	0.62	260	50
"YLL022C"	0.65	380	25
"YLL021W"	0.75	290	50
"YLL019C"	0.58	351	29
"YLL018C-A"	0.73	289	30
"YLL018C"	0.76	282	50
"YLL015W"	0.73	274	46
"YLL014W"	0.63	462	-13
"YLL013C"	0.67	446	-50
"YLL012W"	0.54	528	-20
"YLL011W"	0.87	314	37
"YLL010C"	0.81	338	29
"YLL009C"	0.69	322	45
"YLL008W"	0.69	331	50
"YLL006W"	0.57	239	50
"YLL005C"	0.64	249	50
"YLL004W"	0.63	470	-21
"YLL003W"	0.53	453	-5
"YLL002W"	0.54	208	50
"YLL001W"	0.84	290	50
"YLR002C"	0.8	296	50
"YLR004C"	0.64	458	-6
"YLR005W"	0.59	453	-23
"YLR006C"	0.91	390	5
"YLR007W"	0.91	390	-1
"YLR008C"	0.83	302	50
"YLR009W"	0.81	302	49
"YLR010C"	0.9	376	5
"YLR011W"	0.65	515	-42
"YLR013W"	0.6	354	19
"YLR014C"	0.56	236	50
"YLR015W"	0.65	436	-4
"YLR016C"	0.73	283	50
"YLR017W"	0.79	262	50
"YLR018C"	0.88	432	-2
"YLR019W"	0.88	432	-11
"YLR020C"	0.48	1	-49
"YLR021W"	0.7	252	50
"YLR022C"	0.61	1	-34
"YLR023C"	0.8	421	-12
"YLR024C"	0.54	247	50
"YLR025W"	0.67	265	50
"YLR026C"	0.84	321	41
"YLR027C"	0.76	313	41
"YLR028C"	0.87	312	48
"YLR029C"	0.92	398	0
"YLR032W"	0.73	277	50
"YLR033W"	0.69	270	50
"YLR034C"	0.86	310	50
"YLR035C"	0.65	519	-44
"YLR038C"	0.88	283	38
"YLR039C"	0.66	1	-48
"YLR043C"	0.79	296	50
"YLR044C"	0.51	285	50
"YLR045C"	0.91	306	48
"YLR047C"	0.69	486	-26
"YLR048W"	0.65	503	-44
"YLR051C"	0.72	281	50
"YLR052W"	0.76	262	50
"YLR054C"	0.83	296	36
"YLR055C"	0.64	466	-35
"YLR056W"	0.63	507	-25
"YLR058C"	0.85	406	-15
"YLR059C"	0.8	1	-39
"YLR060W"	0.75	261	50
"YLR061W"	0.93	379	14
"YLR064W"	0.87	270	50
"YLR066W"	0.76	270	50
"YLR067C"	0.73	264	50
"YLR068W"	0.7	462	-16
"YLR069C"	0.68	278	50
"YLR070C"	0.53	379	-9
"YLR071C"	0.86	290	50
"YLR073C"	0.78	295	50
"YLR074C"	0.79	444	-32
"YLR075W"	0.95	479	0
"YLR077W"	0.76	203	49
"YLR078C"	0.8	251	50
"YLR079W"	0.65	440	-12
"YLR080W"	0.4	1	-7
"YLR081W"	0.81	351	10
"YLR082C"	0.79	267	50
"YLR083C"	0.79	294	50
"YLR084C"	0.91	337	19
"YLR085C"	0.63	273	50
"YLR086W"	0.76	276	50
"YLR087C"	0.71	432	-19
"YLR088W"	0.49	1	-47
"YLR090W"	0.47	1	-28
"YLR091W"	0.83	248	40
"YLR092W"	0.83	300	50
"YLR093C"	0.7	329	35
"YLR094C"	0.66	485	-39
"YLR095C"	0.86	322	50
"YLR096W"	0.86	319	30
"YLR097C"	0.76	269	50
"YLR098C"	0.55	332	-4
"YLR100W"	0.92	284	50
"YLR102C"	0.62	1	-50
"YLR103C"	0.79	434	-14
"YLR105C"	0.82	467	6
"YLR106C"	0.86	304	50
"YLR107W"	0.8	297	50
"YLR109W"	0.59	1	-13
"YLR110C"	0.68	279	22
"YLR113W"	0.89	319	50
"YLR114C"	0.77	307	50
"YLR115W"	0.75	263	50
"YLR116W"	0.89	316	39
"YLR117C"	0.67	481	-19
"YLR118C"	0.55	1	-25
"YLR119W"	0.6	430	-25
"YLR120C"	0.52	1	-50
"YLR121C"	0.78	276	50
"YLR127C"	0.66	379	15
"YLR128W"	0.66	176	-50
"YLR129W"	0.87	308	47
"YLR130C"	0.92	334	35
"YLR131C"	0.69	310	50
"YLR133W"	0.62	264	50
"YLR134W"	0.94	385	1
"YLR135W"	0.51	249	50
"YLR136C"	0.66	241	50
"YLR138W"	0.75	297	50
"YLR139C"	0.67	475	-3
"YLR141W"	0.84	277	50
"YLR142W"	0.84	328	30
"YLR144C"	0.63	1	-30
"YLR145W"	0.69	246	50
"YLR146C"	0.49	1	-28
"YLR147C"	0.58	386	2
"YLR148W"	0.54	1	-33
"YLR150W"	0.44	1	36
"YLR151C"	0.68	432	2
"YLR153C"	0.9	420	3
"YLR154C"	0.51	540	-45
"YLR163C"	0.77	283	50
"YLR164W"	0.65	266	50
"YLR165C"	0.69	243	50
"YLR166C"	0.68	331	32
"YLR167W"	0.9	359	23
"YLR168C"	0.82	316	44
"YLR170C"	0.75	270	50
"YLR172C"	0.79	273	50
"YLR174W"	0.92	367	10
"YLR175W"	0.91	349	0
"YLR176C"	0.79	250	50
"YLR178C"	0.62	500	-45
"YLR179C"	0.95	403	-17
"YLR180W"	0.9	401	-33
"YLR181C"	0.55	256	50
"YLR182W"	0.64	447	-19
"YLR183C"	0.68	481	-38
"YLR185W"	0.68	495	-42
"YLR186W"	0.87	298	44
"YLR188W"	0.71	448	-12
"YLR189C"	0.96	421	-13
"YLR190W"	0.95	417	17
"YLR191W"	0.79	278	50
"YLR192C"	0.69	445	-21
"YLR193C"	0.8	285	43
"YLR195C"	0.66	380	4
"YLR196W"	0.68	455	-8
"YLR197W"	0.91	354	18
"YLR199C"	0.71	252	50
"YLR200W"	0.71	252	50
"YLR201C"	0.6	442	-14
"YLR203C"	0.74	287	50
"YLR204W"	0.77	290	44
"YLR205C"	0.67	408	7
"YLR206W"	0.7	462	0
"YLR207W"	0.75	471	0
"YLR208W"	0.82	290	49
"YLR209C"	0.58	468	-10
"YLR210W"	0.77	276	50
"YLR212C"	0.81	308	45
"YLR213C"	0.76	286	50
"YLR214W"	0.52	534	-30
"YLR215C"	0.62	304	50
"YLR216C"	0.43	549	-36
"YLR218C"	0.64	265	50
"YLR219W"	0.78	282	50
"YLR220W"	0.9	386	26
"YLR221C"	0.75	299	50
"YLR222C"	0.83	279	50
"YLR223C"	0.87	341	49
"YLR226W"	0.9	461	-3
"YLR227C"	0.89	370	-9
"YLR228C"	0.69	287	50
"YLR229C"	0.67	276	50
"YLR231C"	0.89	326	42
"YLR233C"	0.59	261	50
"YLR234W"	0.74	272	50
"YLR237W"	0.89	346	45
"YLR238W"	0.59	267	50
"YLR239C"	0.46	426	-13
"YLR240W"	0.68	404	-13
"YLR242C"	0.82	265	50
"YLR244C"	0.73	295	50
"YLR245C"	0.69	258	50
"YLR246W"	0.63	264	50
"YLR247C"	0.75	470	-17
"YLR249W"	0.66	505	-25
"YLR250W"	0.81	332	35
"YLR251W"	0.76	278	50
"YLR254C"	0.88	332	37
"YLR256W"	0.66	471	-42
"YLR258W"	0.47	400	-39
"YLR259C"	0.9	329	16
"YLR260W"	0.78	460	-19
"YLR262C"	0.67	320	50
"YLR262C-A"	0.68	421	-10
"YLR263W"	0.55	401	14
"YLR264W"	0.89	348	25
"YLR265C"	0.81	264	50
"YLR266C"	0.83	271	36
"YLR268W"	0.8	276	50
"YLR270W"	0.61	268	50
"YLR272C"	0.51	251	50
"YLR273C"	0.87	283	47
"YLR274W"	0.81	286	50
"YLR275W"	0.71	251	50
"YLR276C"	0.84	282	50
"YLR277C"	0.79	303	50
"YLR284C"	0.89	313	37
"YLR285W"	0.9	313	41
"YLR286C"	0.91	344	23
"YLR287C-A"	0.96	373	0
"YLR288C"	0.58	412	-2
"YLR289W"	0.69	401	-16
"YLR291C"	0.6	434	-15
"YLR292C"	0.72	270	50
"YLR293C"	0.91	364	-17
"YLR295C"	0.94	314	50
"YLR298C"	0.75	1	-50
"YLR299W"	0.7	275	38
"YLR300W"	0.56	503	-30
"YLR303W"	0.7	480	-47
"YLR304C"	0.62	477	-7
"YLR305C"	0.92	295	50
"YLR306W"	0.92	292	33
"YLR307W"	0.61	266	50
"YLR308W"	0.92	308	29
"YLR309C"	0.88	306	47
"YLR310C"	0.61	288	50
"YLR312W-A"	0.68	502	-35
"YLR313C"	0.82	259	50
"YLR314C"	0.8	373	3
"YLR315W"	0.73	313	42
"YLR316C"	0.84	430	-10
"YLR318W"	0.47	486	0
"YLR319C"	0.7	266	50
"YLR320W"	0.62	1	-49
"YLR321C"	0.73	281	50
"YLR323C"	0.67	274	50
"YLR324W"	0.6	473	-2
"YLR325C"	0.81	425	-27
"YLR327C"	0.72	1	-42
"YLR328W"	0.63	502	-6
"YLR329W"	0.51	512	-34
"YLR330W"	0.94	306	50
"YLR332W"	0.6	497	-20
"YLR333C"	0.95	423	-6
"YLR335W"	0.91	430	-14
"YLR336C"	0.79	279	50
"YLR337C"	0.65	277	50
"YLR340W"	0.75	312	39
"YLR341W"	0.58	414	6
"YLR342W"	0.63	485	-39
"YLR343W"	0.77	294	50
"YLR344W"	0.88	446	-12
"YLR347C"	0.94	407	-21
"YLR348C"	0.71	281	50
"YLR350W"	0.68	390	50
"YLR351C"	0.57	373	29
"YLR353W"	0.84	323	29
"YLR354C"	0.59	496	0
"YLR355C"	0.77	439	0
"YLR356W"	0.69	291	50
"YLR357W"	0.85	277	50
"YLR359W"	0.84	271	49
"YLR360W"	0.51	1	-50
"YLR361C"	0.6	396	18
"YLR362W"	0.53	389	6
"YLR363C"	0.87	289	50
"YLR364W"	0.52	390	11
"YLR367W"	0.83	319	30
"YLR368W"	0.56	508	-28
"YLR369W"	0.84	446	-11
"YLR370C"	0.85	286	50
"YLR371W"	0.83	285	50
"YLR372W"	0.91	373	36
"YLR373C"	0.86	344	29
"YLR375W"	0.86	344	36
"YLR376C"	0.56	1	-50
"YLR377C"	0.64	522	-31
"YLR378C"	0.88	300	50
"YLR380W"	0.63	187	0
"YLR381W"	0.55	418	-4
"YLR382C"	0.57	191	50
"YLR383W"	0.53	479	-12
"YLR384C"	0.75	266	50
"YLR385C"	0.62	236	50
"YLR386W"	0.64	256	50
"YLR387C"	0.86	442	-9
"YLR388W"	0.83	432	-21
"YLR389C"	0.75	275	50
"YLR390W"	0.73	1	-50
"YLR390W-A"	0.92	367	7
"YLR392C"	0.64	392	9
"YLR393W"	0.69	443	-17
"YLR395C"	0.9	329	37
"YLR396C"	0.57	459	-6
"YLR397C"	0.73	261	50
"YLR398C"	0.81	260	50
"YLR399C"	0.61	512	-18
"YLR401C"	0.64	505	-19
"YLR403W"	0.68	287	28
"YLR404W"	0.77	392	1
"YLR405W"	0.66	445	-16
"YLR406C"	0.46	481	-50
"YLR409C"	0.88	297	44
"YLR410W"	0.86	300	50
"YLR411W"	0.59	475	-36
"YLR412W"	0.61	492	-14
"YLR417W"	0.65	266	50
"YLR418C"	0.62	472	-12
"YLR420W"	0.65	264	50
"YLR421C"	0.76	268	50
"YLR423C"	0.59	443	-9
"YLR424W"	0.63	247	50
"YLR425W"	0.71	417	-17
"YLR427W"	0.57	453	-1
"YLR429W"	0.8	285	50
"YLR430W"	0.88	286	48
"YLR431C"	0.71	257	50
"YLR432W"	0.81	273	35
"YLR433C"	0.51	1	-50
"YLR435W"	0.7	272	50
"YLR436C"	0.59	348	50
"YLR437C"	0.73	456	-36
"YLR438W"	0.84	454	-20
"YLR438C-A"	0.9	290	44
"YLR439W"	0.85	295	50
"YLR440C"	0.62	213	50
"YLR441C"	0.94	413	1
"YLR442C"	0.86	261	45
"YLR443W"	0.73	268	50
"YLR447C"	0.87	370	23
"YLR448W"	0.67	470	-50
"YLR449W"	0.81	285	50
"YLR450W"	0.75	262	50
"YLR451W"	0.75	293	50
"YLR452C"	0.79	271	50
"YLR453C"	0.74	272	50
"YLR457C"	0.63	351	19
"YLR459W"	0.65	446	-13
"YLR461W"	0.78	311	42
"YML130C"	0.59	1	-50
"YML129C"	0.92	297	42
"YML128C"	0.89	312	14
"YML127W"	0.89	315	39
"YML126C"	0.76	425	-12
"YML125C"	0.86	276	50
"YML124C"	0.87	304	50
"YML123C"	0.79	306	23
"YML121W"	0.69	502	-27
"YML120C"	0.71	251	50
"YML118W"	0.8	269	50
"YML117W"	0.83	316	47
"YML116W"	0.8	327	49
"YML115C"	0.86	280	49
"YML114C"	0.64	234	50
"YML113W"	0.72	1	-50
"YML112W"	0.71	238	50
"YML111W"	0.91	339	26
"YML110C"	0.73	466	-19
"YML109W"	0.7	425	-20
"YML107C"	0.78	293	50
"YML106W"	0.84	293	50
"YML105C"	0.53	1	-50
"YML104C"	0.65	439	-11
"YML103C"	0.82	286	50
"YML102W"	0.8	350	31
"YML100W"	0.79	406	-7
"YML099C"	0.86	325	50
"YML098W"	0.92	332	25
"YML097C"	0.71	454	-17
"YML095C"	0.53	398	2
"YML094W"	0.46	406	-6
"YML093W"	0.88	303	46
"YML092C"	0.7	468	-19
"YML091C"	0.95	411	-10
"YML088W"	0.66	486	-33
"YML087C"	0.81	288	50
"YML086C"	0.68	252	50
"YML085C"	0.82	303	50
"YML081C-A"	0.66	1	-50
"YML080W"	0.55	248	50
"YML078W"	0.54	425	-9
"YML077W"	0.66	382	7
"YML076C"	0.91	300	44
"YML075C"	0.55	508	-50
"YML074C"	0.76	271	50
"YML073C"	0.7	489	-11
"YML072C"	0.8	299	50
"YML071C"	0.77	375	-50
"YML070W"	0.81	236	50
"YML069W"	0.72	465	-19
"YML068W"	0.66	491	-10
"YML067C"	0.66	259	50
"YML066C"	0.57	448	-13
"YML065W"	0.58	429	-17
"YML064C"	0.65	449	0
"YML063W"	0.63	494	-47
"YML062C"	0.67	430	-20
"YML061C"	0.51	231	50
"YML060W"	0.6	427	-13
"YML059C"	0.9	363	13
"YML058W-A"	0.9	363	-9
"YML058W"	0.81	444	-27
"YML057W"	0.91	293	32
"YML055W"	0.68	1	-38
"YML054C"	0.57	518	0
"YML052W"	0.75	289	39
"YML051W"	0.74	280	50
"YML050W"	0.45	400	9
"YML049C"	0.85	303	49
"YML048W"	0.88	301	35
"YML047C"	0.79	460	-10
"YML046W"	0.54	255	50
"YML043C"	0.84	315	49
"YML042W"	0.57	231	50
"YML041C"	0.67	257	50
"YML038C"	0.63	256	50
"YML036W"	0.59	424	-9
"YML035C"	0.84	481	-11
"YML034W"	0.76	462	-20
"YML032C"	0.72	288	50
"YML031W"	0.73	278	50
"YML030W"	0.86	292	38
"YML029W"	0.71	250	50
"YML028W"	0.89	308	50
"YML027W"	0.92	366	15
"YML026C"	0.65	502	-14
"YML025C"	0.63	523	-21
"YML024W"	0.68	493	-38
"YML023C"	0.74	451	-14
"YML022W"	0.5	449	-9
"YML021C"	0.86	254	50
"YML019W"	0.8	281	50
"YML017W"	0.7	486	-21
"YML016C"	0.82	280	50
"YML015C"	0.6	241	50
"YML014W"	0.59	426	-7
"YML013W"	0.51	471	7
"YML012W"	0.86	333	48
"YML011C"	0.74	276	50
"YML010W"	0.86	278	48
"YML009C"	0.92	320	50
"YML008C"	0.49	1	-33
"YML007W"	0.7	418	-50
"YML006C"	0.51	566	-25
"YML005W"	0.57	489	-27
"YML004C"	0.66	240	50
"YML001W"	0.8	303	50
"YMR001C"	0.57	218	-50
"YMR002W"	0.93	311	25
"YMR003W"	0.88	306	50
"YMR004W"	0.79	271	50
"YMR005W"	0.85	297	50
"YMR006C"	0.87	416	18
"YMR008C"	0.66	477	0
"YMR009W"	0.62	233	50
"YMR011W"	0.71	478	-31
"YMR012W"	0.8	409	-31
"YMR013C"	0.93	393	9
"YMR014W"	0.9	293	50
"YMR015C"	0.68	482	-36
"YMR016C"	0.81	335	50
"YMR017W"	0.71	304	50
"YMR019W"	0.7	295	50
"YMR020W"	0.82	260	48
"YMR021C"	0.73	278	50
"YMR022W"	0.88	292	43
"YMR023C"	0.77	330	18
"YMR024W"	0.77	300	50
"YMR026C"	0.83	287	50
"YMR028W"	0.46	415	4
"YMR029C"	0.77	444	-11
"YMR030W"	0.8	449	-13
"YMR032W"	0.93	406	13
"YMR033W"	0.83	276	50
"YMR035W"	0.77	281	50
"YMR036C"	0.7	285	50
"YMR037C"	0.68	305	32
"YMR038C"	0.84	304	31
"YMR039C"	0.85	323	50
"YMR040W"	0.9	338	32
"YMR041C"	0.76	451	-32
"YMR042W"	0.83	463	0
"YMR043W"	0.81	295	50
"YMR044W"	0.92	338	36
"YMR047C"	0.74	275	50
"YMR048W"	0.82	284	50
"YMR049C"	0.63	269	50
"YMR052W"	0.79	470	-18
"YMR053C"	0.78	287	50
"YMR054W"	0.79	280	42
"YMR055C"	0.74	271	50
"YMR056C"	0.92	388	-22
"YMR058W"	0.91	378	34
"YMR059W"	0.7	495	-4
"YMR060C"	0.73	288	50
"YMR061W"	0.78	294	50
"YMR062C"	0.86	231	40
"YMR063W"	0.75	260	50
"YMR064W"	0.78	266	50
"YMR065W"	0.63	446	-17
"YMR066W"	0.59	446	-16
"YMR067C"	0.58	231	50
"YMR068W"	0.72	302	50
"YMR069W"	0.93	316	35
"YMR070W"	0.61	163	50
"YMR071C"	0.92	327	42
"YMR072W"	0.92	327	42
"YMR073C"	0.68	259	50
"YMR074C"	0.87	318	49
"YMR075W"	0.87	314	44
"YMR076C"	0.88	319	35
"YMR077C"	0.67	468	-15
"YMR078C"	0.81	292	49
"YMR079W"	0.69	285	50
"YMR080C"	0.9	302	48
"YMR081C"	0.59	1	-28
"YMR083W"	0.62	464	-37
"YMR086W"	0.93	378	24
"YMR087W"	0.67	283	50
"YMR088C"	0.8	285	50
"YMR089C"	0.62	448	-21
"YMR091C"	0.91	298	47
"YMR092C"	0.57	1	-34
"YMR093W"	0.83	295	50
"YMR094W"	0.72	243	50
"YMR095C"	0.66	351	50
"YMR096W"	0.66	1	-50
"YMR097C"	0.78	268	50
"YMR098C"	0.48	1	-11
"YMR099C"	0.88	264	50
"YMR100W"	0.78	282	50
"YMR104C"	0.89	301	4
"YMR105C"	0.9	361	34
"YMR106C"	0.89	274	50
"YMR107W"	0.75	288	41
"YMR108W"	0.95	438	0
"YMR109W"	0.85	308	50
"YMR110C"	0.83	270	50
"YMR112C"	0.63	383	3
"YMR113W"	0.47	355	7
"YMR114C"	0.69	240	50
